domain,problem,planner,PlanCost,Runtime_internal_s,Runtime_wall_s,Status
city-car-sequential-agile,instance-15.pddl,siw,,0.272741,0.958859,FAILURE
city-car-sequential-agile,instance-16.pddl,siw,,0.260683,0.742753,FAILURE
city-car-sequential-agile,instance-17.pddl,siw,,0.264778,0.849505,FAILURE
city-car-sequential-agile,instance-18.pddl,siw,,0.278864,1.060501,FAILURE
city-car-sequential-agile,instance-19.pddl,siw,,0.280865,1.044176,FAILURE
city-car-sequential-agile,instance-2.pddl,siw,,0.036689,0.227244,FAILURE
city-car-sequential-agile,instance-20.pddl,siw,,0.290957,0.877912,FAILURE
city-car-sequential-agile,instance-3.pddl,siw,,0.032223,0.199883,FAILURE
city-car-sequential-agile,instance-4.pddl,siw,,0.032903,0.233085,FAILURE
city-car-sequential-agile,instance-5.pddl,siw,,0.032176,0.228733,FAILURE
city-car-sequential-agile,instance-6.pddl,siw,,0.255693,0.542876,FAILURE
city-car-sequential-agile,instance-7.pddl,siw,,0.248855,0.542132,FAILURE
city-car-sequential-agile,instance-8.pddl,siw,,0.260757,0.495154,FAILURE
city-car-sequential-agile,instance-9.pddl,siw,,0.249682,0.719511,FAILURE
floor-tile-sequential-agile,instance-1.pddl,siw,,0.000974,0.049121,FAILURE
floor-tile-sequential-agile,instance-10.pddl,siw,,0.017245,0.111395,FAILURE
floor-tile-sequential-agile,instance-11.pddl,siw,,0.004722,0.075129,FAILURE
floor-tile-sequential-agile,instance-12.pddl,siw,,0.007397,0.095367,FAILURE
floor-tile-sequential-agile,instance-13.pddl,siw,,0.014124,0.108163,FAILURE
floor-tile-sequential-agile,instance-14.pddl,siw,,0.00231,0.06098,FAILURE
floor-tile-sequential-agile,instance-15.pddl,siw,,0.004653,0.05943,FAILURE
floor-tile-sequential-agile,instance-16.pddl,siw,,0.005876,0.087782,FAILURE
floor-tile-sequential-agile,instance-17.pddl,siw,,0.016342,0.121958,FAILURE
floor-tile-sequential-agile,instance-18.pddl,siw,,0.001502,0.055758,FAILURE
floor-tile-sequential-agile,instance-19.pddl,siw,,0.005843,0.059199,FAILURE
floor-tile-sequential-agile,instance-2.pddl,siw,,0.002215,0.053274,FAILURE
floor-tile-sequential-agile,instance-20.pddl,siw,,0.013713,0.063685,FAILURE
floor-tile-sequential-agile,instance-3.pddl,siw,,0.004846,0.077175,FAILURE
floor-tile-sequential-agile,instance-4.pddl,siw,,0.003811,0.06825,FAILURE
floor-tile-sequential-agile,instance-5.pddl,siw,,0.006374,0.083071,FAILURE
floor-tile-sequential-agile,instance-6.pddl,siw,,0.00894,0.08188,FAILURE
floor-tile-sequential-agile,instance-7.pddl,siw,,0.003152,0.047549,FAILURE
floor-tile-sequential-agile,instance-8.pddl,siw,,0.003362,0.081295,FAILURE
floor-tile-sequential-agile,instance-9.pddl,siw,,0.006629,0.074219,FAILURE
genome-edit-distances-sequential-agile,instance-1.pddl,siw,,0.023306,0.502781,FAILURE
genome-edit-distances-sequential-agile,instance-10.pddl,siw,,0.027725,0.432093,FAILURE
genome-edit-distances-sequential-agile,instance-11.pddl,siw,,0.039712,0.517153,FAILURE
genome-edit-distances-sequential-agile,instance-12.pddl,siw,,0.041006,0.608508,FAILURE
genome-edit-distances-sequential-agile,instance-13.pddl,siw,,0.087054,1.145178,FAILURE
genome-edit-distances-sequential-agile,instance-14.pddl,siw,,0.07351,1.433753,FAILURE
genome-edit-distances-sequential-agile,instance-15.pddl,siw,,0.110605,1.513338,FAILURE
genome-edit-distances-sequential-agile,instance-16.pddl,siw,,0.06852,1.098741,FAILURE
genome-edit-distances-sequential-agile,instance-17.pddl,siw,,0.081761,1.025674,FAILURE
genome-edit-distances-sequential-agile,instance-18.pddl,siw,,0.131277,1.641204,FAILURE
genome-edit-distances-sequential-agile,instance-19.pddl,siw,,0.12532,1.699113,FAILURE
genome-edit-distances-sequential-agile,instance-2.pddl,siw,,0.024799,0.486414,FAILURE
genome-edit-distances-sequential-agile,instance-20.pddl,siw,,0.03874,0.537067,FAILURE
genome-edit-distances-sequential-agile,instance-3.pddl,siw,,0.0247,0.406258,FAILURE
genome-edit-distances-sequential-agile,instance-4.pddl,siw,,0.02218,0.369452,FAILURE
genome-edit-distances-sequential-agile,instance-5.pddl,siw,,0.032593,0.39596,FAILURE
genome-edit-distances-sequential-agile,instance-6.pddl,siw,,0.027469,0.586917,FAILURE
genome-edit-distances-sequential-agile,instance-7.pddl,siw,,0.053156,0.925627,FAILURE
genome-edit-distances-sequential-agile,instance-8.pddl,siw,,0.0536,0.686515,FAILURE
genome-edit-distances-sequential-agile,instance-9.pddl,siw,,0.031845,0.544755,FAILURE
hiking-sequential-agile,instance-1.pddl,siw,,0.007677,0.160539,FAILURE
hiking-sequential-agile,instance-10.pddl,siw,,0.146507,1.157922,FAILURE
hiking-sequential-agile,instance-11.pddl,siw,,0.162242,1.374653,FAILURE
hiking-sequential-agile,instance-12.pddl,siw,,0.23053,2.141251,FAILURE
hiking-sequential-agile,instance-13.pddl,siw,,0.444234,3.024293,FAILURE
hiking-sequential-agile,instance-14.pddl,siw,,0.579239,3.528704,FAILURE
hiking-sequential-agile,instance-15.pddl,siw,,0.133362,0.929302,FAILURE
hiking-sequential-agile,instance-16.pddl,siw,,0.275359,1.729548,FAILURE
hiking-sequential-agile,instance-17.pddl,siw,,0.598586,2.705933,FAILURE
hiking-sequential-agile,instance-18.pddl,siw,,0.523459,3.953183,FAILURE
hiking-sequential-agile,instance-19.pddl,siw,,0.426347,5.036797,FAILURE
hiking-sequential-agile,instance-2.pddl,siw,,0.013925,0.328587,FAILURE
hiking-sequential-agile,instance-20.pddl,siw,,1.85494,7.817325,FAILURE
hiking-sequential-agile,instance-3.pddl,siw,,0.025536,0.455496,FAILURE
hiking-sequential-agile,instance-4.pddl,siw,,0.023268,0.606814,FAILURE
hiking-sequential-agile,instance-5.pddl,siw,,0.050572,0.775004,FAILURE
hiking-sequential-agile,instance-6.pddl,siw,,0.072406,0.890044,FAILURE
hiking-sequential-agile,instance-7.pddl,siw,,0.056625,1.251737,FAILURE
hiking-sequential-agile,instance-8.pddl,siw,,0.032076,0.395953,FAILURE
hiking-sequential-agile,instance-9.pddl,siw,,0.088766,0.648071,FAILURE
maintenance-sequential-agile,instance-1.pddl,siw,,0.011196,0.38748,FAILURE
maintenance-sequential-agile,instance-10.pddl,siw,,0.97599,6.748783,FAILURE
maintenance-sequential-agile,instance-11.pddl,siw,,0.447528,6.251645,FAILURE
maintenance-sequential-agile,instance-12.pddl,siw,,,6.574381,FAILURE
maintenance-sequential-agile,instance-13.pddl,siw,,,6.747412,FAILURE
maintenance-sequential-agile,instance-14.pddl,siw,,,6.796433,FAILURE
maintenance-sequential-agile,instance-15.pddl,siw,,,7.317095,FAILURE
maintenance-sequential-agile,instance-16.pddl,siw,,,7.264771,FAILURE
maintenance-sequential-agile,instance-17.pddl,siw,,,6.840169,FAILURE
maintenance-sequential-agile,instance-18.pddl,siw,,,6.993387,FAILURE
maintenance-sequential-agile,instance-19.pddl,siw,,,6.868452,FAILURE
maintenance-sequential-agile,instance-2.pddl,siw,,0.018915,0.301851,FAILURE
maintenance-sequential-agile,instance-20.pddl,siw,,,6.969394,FAILURE
maintenance-sequential-agile,instance-3.pddl,siw,,0.011323,0.395612,FAILURE
maintenance-sequential-agile,instance-4.pddl,siw,,0.063921,1.496471,FAILURE
maintenance-sequential-agile,instance-5.pddl,siw,,0.049179,1.435163,FAILURE
maintenance-sequential-agile,instance-6.pddl,siw,,0.037095,1.182045,FAILURE
maintenance-sequential-agile,instance-7.pddl,siw,,0.036958,1.366657,FAILURE
maintenance-sequential-agile,instance-8.pddl,siw,,0.048827,1.339684,FAILURE
maintenance-sequential-agile,instance-9.pddl,siw,,0.55673,5.001575,FAILURE
parking-sequential-agile,instance-1.pddl,siw,,52.0144,67.887048,FAILURE
parking-sequential-agile,instance-10.pddl,siw,,6.62415,28.58582,FAILURE
parking-sequential-agile,instance-11.pddl,siw,,2.81128,23.423115,FAILURE
parking-sequential-agile,instance-12.pddl,siw,,13.1004,42.607636,FAILURE
parking-sequential-agile,instance-13.pddl,siw,,6.33799,33.654516,FAILURE
parking-sequential-agile,instance-14.pddl,siw,,9.064,37.809369,FAILURE
parking-sequential-agile,instance-15.pddl,siw,,9.8278,46.711942,FAILURE
parking-sequential-agile,instance-16.pddl,siw,,10.0095,45.64079,FAILURE
parking-sequential-agile,instance-17.pddl,siw,,102.445,143.520593,FAILURE
parking-sequential-agile,instance-18.pddl,siw,,11.294,53.854318,FAILURE
parking-sequential-agile,instance-19.pddl,siw,,,,TIMEOUT
parking-sequential-agile,instance-2.pddl,siw,,28.1934,39.791475,FAILURE
parking-sequential-agile,instance-20.pddl,siw,,,,TIMEOUT
parking-sequential-agile,instance-3.pddl,siw,,0.968082,6.879209,FAILURE
parking-sequential-agile,instance-4.pddl,siw,,1.80372,7.690561,FAILURE
parking-sequential-agile,instance-5.pddl,siw,,1.64889,7.526635,FAILURE
parking-sequential-agile,instance-6.pddl,siw,,1.82839,10.132775,FAILURE
parking-sequential-agile,instance-7.pddl,siw,,63.9882,72.349802,FAILURE
parking-sequential-agile,instance-8.pddl,siw,,2.12367,10.481748,FAILURE
parking-sequential-agile,instance-9.pddl,siw,,1.01241,12.481383,FAILURE
tetris-sequential-agile,instance-1.pddl,siw,,0.455297,67.368158,FAILURE
tetris-sequential-agile,instance-10.pddl,siw,,0.0709608,215.479782,FAILURE
tetris-sequential-agile,instance-11.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-12.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-13.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-14.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-15.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-16.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-17.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-18.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-19.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-2.pddl,siw,,0.424245,209.97527,FAILURE
tetris-sequential-agile,instance-20.pddl,siw,,,,TIMEOUT
tetris-sequential-agile,instance-3.pddl,siw,,3.29733,211.331034,FAILURE
tetris-sequential-agile,instance-4.pddl,siw,,1.19995,211.336222,FAILURE
tetris-sequential-agile,instance-5.pddl,siw,,0.407997,213.716194,FAILURE
tetris-sequential-agile,instance-6.pddl,siw,,0.550021,207.244287,FAILURE
tetris-sequential-agile,instance-7.pddl,siw,,1.27832,223.926501,FAILURE
tetris-sequential-agile,instance-8.pddl,siw,,2.0463,220.523374,FAILURE
tetris-sequential-agile,instance-9.pddl,siw,,6.17807,222.192363,FAILURE
thoughtful-sequential-agile,instance-1.pddl,siw,,0.000183,0.031421,FAILURE
thoughtful-sequential-agile,instance-10.pddl,siw,,0.000453012,0.494843,FAILURE
thoughtful-sequential-agile,instance-11.pddl,siw,,0.000419983,0.520206,FAILURE
thoughtful-sequential-agile,instance-12.pddl,siw,,0.000482011,0.515689,FAILURE
thoughtful-sequential-agile,instance-13.pddl,siw,,0.000538004,0.522093,FAILURE
thoughtful-sequential-agile,instance-14.pddl,siw,,0.000375014,0.483788,FAILURE
thoughtful-sequential-agile,instance-15.pddl,siw,,0.000623017,0.536022,FAILURE
thoughtful-sequential-agile,instance-16.pddl,siw,,0.000556,0.47081,FAILURE
thoughtful-sequential-agile,instance-17.pddl,siw,,0.000504,0.504077,FAILURE
thoughtful-sequential-agile,instance-18.pddl,siw,,0.000527,0.491679,FAILURE
thoughtful-sequential-agile,instance-19.pddl,siw,,0.000540009,0.470153,FAILURE
thoughtful-sequential-agile,instance-2.pddl,siw,,0.000174,0.032347,FAILURE
thoughtful-sequential-agile,instance-20.pddl,siw,,0.000578002,0.485177,FAILURE
thoughtful-sequential-agile,instance-3.pddl,siw,,0.000209,0.040897,FAILURE
thoughtful-sequential-agile,instance-4.pddl,siw,,0.000205001,0.03192,FAILURE
thoughtful-sequential-agile,instance-5.pddl,siw,,0.000254002,0.040144,FAILURE
thoughtful-sequential-agile,instance-6.pddl,siw,,0.000479015,0.372873,FAILURE
thoughtful-sequential-agile,instance-7.pddl,siw,,0.000552994,0.364729,FAILURE
thoughtful-sequential-agile,instance-8.pddl,siw,,0.000599005,0.36886,FAILURE
thoughtful-sequential-agile,instance-9.pddl,siw,,0.000666012,0.529891,FAILURE
transport-sequential-agile,instance-1.pddl,siw,,0.00811894,3.272777,FAILURE
transport-sequential-agile,instance-10.pddl,siw,,0.044781,56.180318,FAILURE
transport-sequential-agile,instance-11.pddl,siw,,0.0173161,6.641108,FAILURE
transport-sequential-agile,instance-12.pddl,siw,,0.0128678,7.940862,FAILURE
transport-sequential-agile,instance-13.pddl,siw,,0.00785105,3.73237,FAILURE
transport-sequential-agile,instance-14.pddl,siw,,0.0347448,25.872905,FAILURE
transport-sequential-agile,instance-15.pddl,siw,,0.0251501,30.467492,FAILURE
transport-sequential-agile,instance-16.pddl,siw,,0.0132923,14.797987,FAILURE
transport-sequential-agile,instance-17.pddl,siw,,0.0688373,62.626874,FAILURE
transport-sequential-agile,instance-18.pddl,siw,,0.0516974,74.50873,FAILURE
transport-sequential-agile,instance-19.pddl,siw,,0.0277681,35.657055,FAILURE
transport-sequential-agile,instance-2.pddl,siw,,0.0099868,5.339961,FAILURE
transport-sequential-agile,instance-20.pddl,siw,,0.0739273,78.114846,FAILURE
transport-sequential-agile,instance-3.pddl,siw,,0.00974489,3.976824,FAILURE
transport-sequential-agile,instance-4.pddl,siw,,0.0269643,26.187809,FAILURE
transport-sequential-agile,instance-5.pddl,siw,,0.0264567,36.356332,FAILURE
transport-sequential-agile,instance-6.pddl,siw,,0.0366417,44.395807,FAILURE
transport-sequential-agile,instance-7.pddl,siw,,0.0636226,100.903374,FAILURE
transport-sequential-agile,instance-8.pddl,siw,,0.0560809,136.523726,FAILURE
transport-sequential-agile,instance-9.pddl,siw,,0.0480354,61.5149,FAILURE
visit-all-sequential-agile,instance-1.pddl,siw,919,4.16443,4.489283,SUCCESS
visit-all-sequential-agile,instance-10.pddl,siw,3104,149.407,153.928125,SUCCESS
visit-all-sequential-agile,instance-11.pddl,siw,3176,164.639,169.437877,SUCCESS
visit-all-sequential-agile,instance-12.pddl,siw,3332,105.789,109.35756,SUCCESS
visit-all-sequential-agile,instance-13.pddl,siw,3404,147.733,152.390789,SUCCESS
visit-all-sequential-agile,instance-14.pddl,siw,3566,194.161,200.032743,SUCCESS
visit-all-sequential-agile,instance-15.pddl,siw,3643,232.882,237.46746,SUCCESS
visit-all-sequential-agile,instance-16.pddl,siw,3810,270.596,277.695421,SUCCESS
visit-all-sequential-agile,instance-17.pddl,siw,3887,207.765,214.988609,SUCCESS
visit-all-sequential-agile,instance-18.pddl,siw,4060,191.352,196.891905,SUCCESS
visit-all-sequential-agile,instance-19.pddl,siw,4142,217.946,224.214297,SUCCESS
visit-all-sequential-agile,instance-2.pddl,siw,1004,2.57781,2.79962,SUCCESS
visit-all-sequential-agile,instance-20.pddl,siw,4320,234.978,241.427323,SUCCESS
visit-all-sequential-agile,instance-3.pddl,siw,1046,3.15073,3.408524,SUCCESS
visit-all-sequential-agile,instance-4.pddl,siw,1136,3.80852,4.126141,SUCCESS
visit-all-sequential-agile,instance-5.pddl,siw,2534,51.4013,53.589302,SUCCESS
visit-all-sequential-agile,instance-6.pddl,siw,2674,56.8614,59.197716,SUCCESS
visit-all-sequential-agile,instance-7.pddl,siw,2741,83.894,86.41105,SUCCESS
visit-all-sequential-agile,instance-8.pddl,siw,2886,72.0633,74.809812,SUCCESS
visit-all-sequential-agile,instance-9.pddl,siw,2953,81.4745,84.454451,SUCCESS
