domain,problem,planner,PlanCost,Runtime_internal_s,Runtime_wall_s,Status
city-car-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
city-car-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
city-car-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
city-car-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
city-car-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
city-car-sequential-agile,instance-2.pddl,madagascar,78,0.35,0.414588,SUCCESS
city-car-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
city-car-sequential-agile,instance-3.pddl,madagascar,47,0.45,0.522778,SUCCESS
city-car-sequential-agile,instance-4.pddl,madagascar,108,82.56,84.22692,SUCCESS
city-car-sequential-agile,instance-5.pddl,madagascar,47,0.66,0.783151,SUCCESS
city-car-sequential-agile,instance-6.pddl,madagascar,70,36.28,38.279321,SUCCESS
city-car-sequential-agile,instance-7.pddl,madagascar,53,30.7,32.630959,SUCCESS
city-car-sequential-agile,instance-8.pddl,madagascar,67,67.46,69.435078,SUCCESS
city-car-sequential-agile,instance-9.pddl,madagascar,43,287.93,289.925467,SUCCESS
floor-tile-sequential-agile,instance-1.pddl,madagascar,36,0.0,0.011714,SUCCESS
floor-tile-sequential-agile,instance-10.pddl,madagascar,93,0.03,0.051162,SUCCESS
floor-tile-sequential-agile,instance-11.pddl,madagascar,78,0.02,0.027894,SUCCESS
floor-tile-sequential-agile,instance-12.pddl,madagascar,96,0.03,0.038664,SUCCESS
floor-tile-sequential-agile,instance-13.pddl,madagascar,97,0.03,0.047282,SUCCESS
floor-tile-sequential-agile,instance-14.pddl,madagascar,69,0.01,0.0231,SUCCESS
floor-tile-sequential-agile,instance-15.pddl,madagascar,85,0.02,0.030801,SUCCESS
floor-tile-sequential-agile,instance-16.pddl,madagascar,99,0.03,0.049814,SUCCESS
floor-tile-sequential-agile,instance-17.pddl,madagascar,91,0.04,0.05236,SUCCESS
floor-tile-sequential-agile,instance-18.pddl,madagascar,36,0.0,0.010303,SUCCESS
floor-tile-sequential-agile,instance-19.pddl,madagascar,95,0.02,0.041573,SUCCESS
floor-tile-sequential-agile,instance-2.pddl,madagascar,65,0.01,0.020221,SUCCESS
floor-tile-sequential-agile,instance-20.pddl,madagascar,93,0.03,0.048698,SUCCESS
floor-tile-sequential-agile,instance-3.pddl,madagascar,80,0.02,0.031362,SUCCESS
floor-tile-sequential-agile,instance-4.pddl,madagascar,72,0.01,0.024472,SUCCESS
floor-tile-sequential-agile,instance-5.pddl,madagascar,94,0.03,0.04049,SUCCESS
floor-tile-sequential-agile,instance-6.pddl,madagascar,91,0.04,0.053127,SUCCESS
floor-tile-sequential-agile,instance-7.pddl,madagascar,64,0.01,0.024148,SUCCESS
floor-tile-sequential-agile,instance-8.pddl,madagascar,79,0.02,0.028122,SUCCESS
floor-tile-sequential-agile,instance-9.pddl,madagascar,97,0.04,0.050141,SUCCESS
hiking-sequential-agile,instance-1.pddl,madagascar,18,0.27,0.33413,SUCCESS
hiking-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-15.pddl,madagascar,34,12.72,13.805426,SUCCESS
hiking-sequential-agile,instance-16.pddl,madagascar,42,92.8,163.246951,SUCCESS
hiking-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-2.pddl,madagascar,48,1.08,1.240668,SUCCESS
hiking-sequential-agile,instance-20.pddl,madagascar,,,87.332751,FAILURE
hiking-sequential-agile,instance-3.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-4.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-5.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-6.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-7.pddl,madagascar,,,,TIMEOUT
hiking-sequential-agile,instance-8.pddl,madagascar,29,1.32,2.273588,SUCCESS
hiking-sequential-agile,instance-9.pddl,madagascar,47,3.93,7.113372,SUCCESS
parking-sequential-agile,instance-1.pddl,madagascar,129,113.57,147.838924,SUCCESS
parking-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-2.pddl,madagascar,123,140.05,232.90726,SUCCESS
parking-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-3.pddl,madagascar,140,173.23,269.635166,SUCCESS
parking-sequential-agile,instance-4.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-5.pddl,madagascar,155,204.62,260.391316,SUCCESS
parking-sequential-agile,instance-6.pddl,madagascar,,,,TIMEOUT
parking-sequential-agile,instance-7.pddl,madagascar,176,231.9,249.832175,SUCCESS
parking-sequential-agile,instance-8.pddl,madagascar,187,249.04,252.726605,SUCCESS
parking-sequential-agile,instance-9.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-1.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-2.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-3.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-4.pddl,madagascar,,,150.985258,FAILURE
transport-sequential-agile,instance-5.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-1.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-17.pddl,madagascar,273,151.4,152.837091,SUCCESS
barman-sequential-agile,instance-18.pddl,madagascar,291,258.32,259.992406,SUCCESS
barman-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-2.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-3.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-4.pddl,madagascar,335,131.89,167.087181,SUCCESS
barman-sequential-agile,instance-5.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-6.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-7.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-8.pddl,madagascar,,,,TIMEOUT
barman-sequential-agile,instance-9.pddl,madagascar,273,44.42,65.103333,SUCCESS
blocks-strips-typed,instance-1.pddl,madagascar,6,0.0,0.029967,SUCCESS
blocks-strips-typed,instance-10.pddl,madagascar,20,0.0,0.043322,SUCCESS
blocks-strips-typed,instance-11.pddl,madagascar,28,0.02,0.064204,SUCCESS
blocks-strips-typed,instance-12.pddl,madagascar,34,0.04,0.090752,SUCCESS
blocks-strips-typed,instance-13.pddl,madagascar,20,0.01,0.05381,SUCCESS
blocks-strips-typed,instance-14.pddl,madagascar,20,0.1,0.162609,SUCCESS
blocks-strips-typed,instance-15.pddl,madagascar,16,0.01,0.059075,SUCCESS
blocks-strips-typed,instance-16.pddl,madagascar,104,0.33,0.583055,SUCCESS
blocks-strips-typed,instance-17.pddl,madagascar,28,0.05,0.094167,SUCCESS
blocks-strips-typed,instance-18.pddl,madagascar,28,0.05,0.137984,SUCCESS
blocks-strips-typed,instance-19.pddl,madagascar,46,0.06,0.171257,SUCCESS
blocks-strips-typed,instance-2.pddl,madagascar,10,0.0,0.020087,SUCCESS
blocks-strips-typed,instance-20.pddl,madagascar,70,0.19,0.436233,SUCCESS
blocks-strips-typed,instance-3.pddl,madagascar,6,0.0,0.018366,SUCCESS
blocks-strips-typed,instance-4.pddl,madagascar,14,0.0,0.030384,SUCCESS
blocks-strips-typed,instance-5.pddl,madagascar,10,0.0,0.02025,SUCCESS
blocks-strips-typed,instance-6.pddl,madagascar,20,0.0,0.042333,SUCCESS
blocks-strips-typed,instance-7.pddl,madagascar,14,0.0,0.041209,SUCCESS
blocks-strips-typed,instance-8.pddl,madagascar,10,0.0,0.028193,SUCCESS
blocks-strips-typed,instance-9.pddl,madagascar,20,0.0,0.045276,SUCCESS
cave-diving-sequential-agile,instance-1.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-19.pddl,madagascar,24,0.12,0.297487,SUCCESS
cave-diving-sequential-agile,instance-2.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-3.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-4.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-5.pddl,madagascar,,,,TIMEOUT
cave-diving-sequential-agile,instance-6.pddl,madagascar,23,60.68,76.337006,SUCCESS
cave-diving-sequential-agile,instance-7.pddl,madagascar,23,61.18,76.241484,SUCCESS
cave-diving-sequential-agile,instance-8.pddl,madagascar,23,33.25,42.011532,SUCCESS
cave-diving-sequential-agile,instance-9.pddl,madagascar,23,62.06,83.161623,SUCCESS
genome-edit-distances-sequential-agile,instance-1.pddl,madagascar,327,27.55,35.640546,SUCCESS
genome-edit-distances-sequential-agile,instance-10.pddl,madagascar,306,96.05,110.55938,SUCCESS
genome-edit-distances-sequential-agile,instance-11.pddl,madagascar,547,174.88,195.508736,SUCCESS
genome-edit-distances-sequential-agile,instance-12.pddl,madagascar,631,83.03,96.973933,SUCCESS
genome-edit-distances-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-2.pddl,madagascar,471,73.99,85.902822,SUCCESS
genome-edit-distances-sequential-agile,instance-20.pddl,madagascar,347,134.8,137.78514,SUCCESS
genome-edit-distances-sequential-agile,instance-3.pddl,madagascar,272,21.1,22.164685,SUCCESS
genome-edit-distances-sequential-agile,instance-4.pddl,madagascar,250,34.58,36.093733,SUCCESS
genome-edit-distances-sequential-agile,instance-5.pddl,madagascar,395,153.23,158.677361,SUCCESS
genome-edit-distances-sequential-agile,instance-6.pddl,madagascar,169,10.13,10.702108,SUCCESS
genome-edit-distances-sequential-agile,instance-7.pddl,madagascar,,,,TIMEOUT
genome-edit-distances-sequential-agile,instance-8.pddl,madagascar,541,242.84,257.704574,SUCCESS
genome-edit-distances-sequential-agile,instance-9.pddl,madagascar,281,53.42,55.501091,SUCCESS
maintenance-sequential-agile,instance-1.pddl,madagascar,54,0.08,0.116196,SUCCESS
maintenance-sequential-agile,instance-10.pddl,madagascar,180,1.1,1.241541,SUCCESS
maintenance-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
maintenance-sequential-agile,instance-12.pddl,madagascar,176,2.43,2.707833,SUCCESS
maintenance-sequential-agile,instance-13.pddl,madagascar,171,2.35,2.628239,SUCCESS
maintenance-sequential-agile,instance-14.pddl,madagascar,170,2.25,2.515861,SUCCESS
maintenance-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
maintenance-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
maintenance-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
maintenance-sequential-agile,instance-18.pddl,madagascar,186,3.66,5.126124,SUCCESS
maintenance-sequential-agile,instance-19.pddl,madagascar,172,3.73,5.706454,SUCCESS
maintenance-sequential-agile,instance-2.pddl,madagascar,51,158.25,217.207585,SUCCESS
maintenance-sequential-agile,instance-20.pddl,madagascar,179,3.74,5.734058,SUCCESS
maintenance-sequential-agile,instance-3.pddl,madagascar,55,22.0,31.418087,SUCCESS
maintenance-sequential-agile,instance-4.pddl,madagascar,,,,TIMEOUT
maintenance-sequential-agile,instance-5.pddl,madagascar,,,,TIMEOUT
maintenance-sequential-agile,instance-6.pddl,madagascar,83,0.26,0.547759,SUCCESS
maintenance-sequential-agile,instance-7.pddl,madagascar,80,0.26,0.482497,SUCCESS
maintenance-sequential-agile,instance-8.pddl,madagascar,77,0.24,0.584792,SUCCESS
maintenance-sequential-agile,instance-9.pddl,madagascar,133,1.02,2.212403,SUCCESS
tetris-sequential-agile,instance-1.pddl,madagascar,27,49.5,82.786729,SUCCESS
tetris-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-2.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-3.pddl,madagascar,59,146.99,241.488281,SUCCESS
tetris-sequential-agile,instance-4.pddl,madagascar,61,145.35,205.536731,SUCCESS
tetris-sequential-agile,instance-5.pddl,madagascar,101,196.98,271.970076,SUCCESS
tetris-sequential-agile,instance-6.pddl,madagascar,46,140.53,201.03092,SUCCESS
tetris-sequential-agile,instance-7.pddl,madagascar,,,205.956699,FAILURE
tetris-sequential-agile,instance-8.pddl,madagascar,,,,TIMEOUT
tetris-sequential-agile,instance-9.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-1.pddl,madagascar,40,2.04,3.383592,SUCCESS
thoughtful-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-13.pddl,madagascar,,,270.807206,FAILURE
thoughtful-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-2.pddl,madagascar,31,1.91,3.016887,SUCCESS
thoughtful-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-3.pddl,madagascar,44,2.14,3.45354,SUCCESS
thoughtful-sequential-agile,instance-4.pddl,madagascar,46,2.08,6.968669,SUCCESS
thoughtful-sequential-agile,instance-5.pddl,madagascar,53,2.07,2.709093,SUCCESS
thoughtful-sequential-agile,instance-6.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-7.pddl,madagascar,,,226.838873,FAILURE
thoughtful-sequential-agile,instance-8.pddl,madagascar,,,,TIMEOUT
thoughtful-sequential-agile,instance-9.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-6.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-7.pddl,madagascar,,,,TIMEOUT
transport-sequential-agile,instance-8.pddl,madagascar,,,181.134876,FAILURE
transport-sequential-agile,instance-9.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-1.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-10.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-11.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-12.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-13.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-14.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-15.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-16.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-17.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-18.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-19.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-2.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-20.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-3.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-4.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-5.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-6.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-7.pddl,madagascar,,,,TIMEOUT
visit-all-sequential-agile,instance-8.pddl,madagascar,,,,TIMEOUT
