domain,problem,planner,PlanCost,Runtime_internal_s,Runtime_wall_s,Status
floor-tile-sequential-agile,instance-4.pddl,mercury,,,,TIMEOUT
floor-tile-sequential-agile,instance-5.pddl,mercury,,,,TIMEOUT
floor-tile-sequential-agile,instance-6.pddl,mercury,,,,TIMEOUT
floor-tile-sequential-agile,instance-7.pddl,mercury,,,,TIMEOUT
floor-tile-sequential-agile,instance-8.pddl,mercury,,,,TIMEOUT
floor-tile-sequential-agile,instance-9.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-1.pddl,mercury,13,0.13,1.579295,SUCCESS
hiking-sequential-agile,instance-10.pddl,mercury,32,2.9,8.279737,SUCCESS
hiking-sequential-agile,instance-11.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-12.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-13.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-14.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-15.pddl,mercury,18,1.64,10.652392,SUCCESS
hiking-sequential-agile,instance-16.pddl,mercury,27,5.37,22.801372,SUCCESS
hiking-sequential-agile,instance-17.pddl,mercury,34,14.12,44.946161,SUCCESS
hiking-sequential-agile,instance-18.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-19.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-2.pddl,mercury,24,0.4,5.648911,SUCCESS
hiking-sequential-agile,instance-20.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-3.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-4.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-5.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-6.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-7.pddl,mercury,,,,TIMEOUT
hiking-sequential-agile,instance-8.pddl,mercury,15,0.54,3.275988,SUCCESS
hiking-sequential-agile,instance-9.pddl,mercury,22,1.31,4.953261,SUCCESS
parking-sequential-agile,instance-1.pddl,mercury,135,79.27,90.955956,SUCCESS
parking-sequential-agile,instance-10.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-11.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-12.pddl,mercury,116,160.44,183.905919,SUCCESS
parking-sequential-agile,instance-13.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-14.pddl,mercury,131,271.22,291.840829,SUCCESS
parking-sequential-agile,instance-15.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-16.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-17.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-18.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-19.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-2.pddl,mercury,109,115.51,127.555537,SUCCESS
parking-sequential-agile,instance-20.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-3.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-4.pddl,mercury,73,154.89,198.79607,SUCCESS
parking-sequential-agile,instance-5.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-6.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-7.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-8.pddl,mercury,,,,TIMEOUT
parking-sequential-agile,instance-9.pddl,mercury,,,,TIMEOUT
transport-sequential-agile,instance-1.pddl,mercury,1474,1.77,8.97458,SUCCESS
transport-sequential-agile,instance-10.pddl,mercury,5638,16.64,49.862936,SUCCESS
transport-sequential-agile,instance-11.pddl,mercury,1687,2.65,11.771176,SUCCESS
transport-sequential-agile,instance-12.pddl,mercury,1868,2.84,12.151424,SUCCESS
transport-sequential-agile,instance-13.pddl,mercury,1691,1.78,8.339262,SUCCESS
transport-sequential-agile,instance-14.pddl,mercury,6850,7.96,30.349878,SUCCESS
transport-sequential-agile,instance-15.pddl,mercury,6947,8.86,31.516401,SUCCESS
transport-sequential-agile,instance-16.pddl,mercury,5952,4.72,17.536127,SUCCESS
transport-sequential-agile,instance-17.pddl,mercury,5963,15.43,48.257381,SUCCESS
transport-sequential-agile,instance-18.pddl,mercury,5825,21.54,60.016685,SUCCESS
transport-sequential-agile,instance-19.pddl,mercury,4418,11.55,35.274274,SUCCESS
transport-sequential-agile,instance-2.pddl,mercury,2528,2.3,10.536322,SUCCESS
transport-sequential-agile,instance-20.pddl,mercury,6118,18.11,57.152938,SUCCESS
transport-sequential-agile,instance-3.pddl,mercury,1885,1.92,9.682751,SUCCESS
transport-sequential-agile,instance-4.pddl,mercury,6061,7.2,28.223293,SUCCESS
transport-sequential-agile,instance-5.pddl,mercury,9166,10.51,35.56846,SUCCESS
transport-sequential-agile,instance-6.pddl,mercury,6061,7.78,29.193401,SUCCESS
transport-sequential-agile,instance-7.pddl,mercury,5686,15.81,46.464642,SUCCESS
transport-sequential-agile,instance-8.pddl,mercury,4725,20.42,57.395724,SUCCESS
transport-sequential-agile,instance-9.pddl,mercury,5686,18.02,52.432988,SUCCESS
barman-sequential-agile,instance-1.pddl,mercury,243,1.02,2.590981,SUCCESS
barman-sequential-agile,instance-10.pddl,mercury,221,120.15,121.286606,SUCCESS
barman-sequential-agile,instance-11.pddl,mercury,265,1.51,2.773238,SUCCESS
barman-sequential-agile,instance-12.pddl,mercury,244,188.88,190.245162,SUCCESS
barman-sequential-agile,instance-13.pddl,mercury,,,,TIMEOUT
barman-sequential-agile,instance-14.pddl,mercury,310,2.32,4.202814,SUCCESS
barman-sequential-agile,instance-15.pddl,mercury,,,,TIMEOUT
barman-sequential-agile,instance-16.pddl,mercury,347,143.8,146.323738,SUCCESS
barman-sequential-agile,instance-17.pddl,mercury,194,3.61,5.493212,SUCCESS
barman-sequential-agile,instance-18.pddl,mercury,283,2.0,4.096166,SUCCESS
barman-sequential-agile,instance-19.pddl,mercury,297,14.16,16.357078,SUCCESS
barman-sequential-agile,instance-2.pddl,mercury,,,,TIMEOUT
barman-sequential-agile,instance-20.pddl,mercury,235,139.67,142.086851,SUCCESS
barman-sequential-agile,instance-3.pddl,mercury,190,222.32,224.989886,SUCCESS
barman-sequential-agile,instance-4.pddl,mercury,201,144.56,145.778498,SUCCESS
barman-sequential-agile,instance-5.pddl,mercury,,,,TIMEOUT
barman-sequential-agile,instance-6.pddl,mercury,234,157.97,159.212128,SUCCESS
barman-sequential-agile,instance-7.pddl,mercury,,,,TIMEOUT
barman-sequential-agile,instance-8.pddl,mercury,,,,TIMEOUT
barman-sequential-agile,instance-9.pddl,mercury,285,103.23,105.174984,SUCCESS
blocks-strips-typed,instance-1.pddl,mercury,6,0.0,0.216665,SUCCESS
blocks-strips-typed,instance-10.pddl,mercury,22,0.0,0.313387,SUCCESS
blocks-strips-typed,instance-11.pddl,mercury,34,0.0,0.285541,SUCCESS
blocks-strips-typed,instance-12.pddl,mercury,28,0.0,0.315916,SUCCESS
blocks-strips-typed,instance-13.pddl,mercury,34,0.0,0.333262,SUCCESS
blocks-strips-typed,instance-14.pddl,mercury,24,0.0,0.327444,SUCCESS
blocks-strips-typed,instance-15.pddl,mercury,26,0.0,0.343837,SUCCESS
blocks-strips-typed,instance-16.pddl,mercury,76,0.01,0.380422,SUCCESS
blocks-strips-typed,instance-17.pddl,mercury,60,0.01,0.391889,SUCCESS
blocks-strips-typed,instance-18.pddl,mercury,44,0.01,0.395667,SUCCESS
blocks-strips-typed,instance-19.pddl,mercury,60,0.01,0.443824,SUCCESS
blocks-strips-typed,instance-2.pddl,mercury,10,0.0,0.209814,SUCCESS
blocks-strips-typed,instance-20.pddl,mercury,56,0.01,0.406475,SUCCESS
blocks-strips-typed,instance-3.pddl,mercury,6,0.0,0.21703,SUCCESS
blocks-strips-typed,instance-4.pddl,mercury,12,0.0,0.233643,SUCCESS
blocks-strips-typed,instance-5.pddl,mercury,10,0.0,0.248298,SUCCESS
blocks-strips-typed,instance-6.pddl,mercury,24,0.0,0.240649,SUCCESS
blocks-strips-typed,instance-7.pddl,mercury,12,0.0,0.278538,SUCCESS
blocks-strips-typed,instance-8.pddl,mercury,10,0.0,0.274358,SUCCESS
blocks-strips-typed,instance-9.pddl,mercury,32,0.0,0.272139,SUCCESS
cave-diving-sequential-agile,instance-1.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-10.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-11.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-12.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-13.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-14.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-15.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-16.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-17.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-18.pddl,mercury,131,59.64,60.265696,SUCCESS
cave-diving-sequential-agile,instance-19.pddl,mercury,131,126.95,127.652207,SUCCESS
cave-diving-sequential-agile,instance-2.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-20.pddl,mercury,98,43.54,44.495198,SUCCESS
cave-diving-sequential-agile,instance-3.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-4.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-5.pddl,mercury,,,,TIMEOUT
cave-diving-sequential-agile,instance-6.pddl,mercury,94,26.81,42.069942,SUCCESS
cave-diving-sequential-agile,instance-7.pddl,mercury,95,26.81,42.426235,SUCCESS
cave-diving-sequential-agile,instance-8.pddl,mercury,131,43.71,66.148134,SUCCESS
cave-diving-sequential-agile,instance-9.pddl,mercury,90,26.88,42.673746,SUCCESS
genome-edit-distances-sequential-agile,instance-1.pddl,mercury,29,1.23,7.319603,SUCCESS
genome-edit-distances-sequential-agile,instance-10.pddl,mercury,28,1.0,6.961229,SUCCESS
genome-edit-distances-sequential-agile,instance-11.pddl,mercury,30,1.67,9.353555,SUCCESS
genome-edit-distances-sequential-agile,instance-12.pddl,mercury,37,1.52,7.786824,SUCCESS
genome-edit-distances-sequential-agile,instance-13.pddl,mercury,40,3.22,12.343448,SUCCESS
genome-edit-distances-sequential-agile,instance-14.pddl,mercury,61,8.4,20.553868,SUCCESS
genome-edit-distances-sequential-agile,instance-15.pddl,mercury,60,6.02,17.520827,SUCCESS
genome-edit-distances-sequential-agile,instance-16.pddl,mercury,39,4.2,13.940596,SUCCESS
genome-edit-distances-sequential-agile,instance-17.pddl,mercury,44,4.83,15.576557,SUCCESS
genome-edit-distances-sequential-agile,instance-18.pddl,mercury,71,12.54,28.91738,SUCCESS
genome-edit-distances-sequential-agile,instance-19.pddl,mercury,70,9.17,23.461983,SUCCESS
genome-edit-distances-sequential-agile,instance-2.pddl,mercury,26,1.29,8.957172,SUCCESS
genome-edit-distances-sequential-agile,instance-20.pddl,mercury,27,1.26,8.965605,SUCCESS
genome-edit-distances-sequential-agile,instance-3.pddl,mercury,24,0.83,7.949243,SUCCESS
genome-edit-distances-sequential-agile,instance-4.pddl,mercury,25,0.82,7.295386,SUCCESS
genome-edit-distances-sequential-agile,instance-5.pddl,mercury,31,1.13,7.807119,SUCCESS
genome-edit-distances-sequential-agile,instance-6.pddl,mercury,24,0.82,6.771324,SUCCESS
genome-edit-distances-sequential-agile,instance-7.pddl,mercury,33,2.12,10.656067,SUCCESS
genome-edit-distances-sequential-agile,instance-8.pddl,mercury,34,1.95,11.289699,SUCCESS
genome-edit-distances-sequential-agile,instance-9.pddl,mercury,27,1.08,7.973913,SUCCESS
maintenance-sequential-agile,instance-1.pddl,mercury,,,,TIMEOUT
maintenance-sequential-agile,instance-10.pddl,mercury,,,,TIMEOUT
maintenance-sequential-agile,instance-11.pddl,mercury,,,,TIMEOUT
maintenance-sequential-agile,instance-12.pddl,mercury,173,0.34,8.591303,SUCCESS
maintenance-sequential-agile,instance-13.pddl,mercury,168,0.45,8.384759,SUCCESS
maintenance-sequential-agile,instance-14.pddl,mercury,169,0.33,8.338662,SUCCESS
maintenance-sequential-agile,instance-15.pddl,mercury,,,,TIMEOUT
maintenance-sequential-agile,instance-16.pddl,mercury,,,207.415491,FAILURE
maintenance-sequential-agile,instance-17.pddl,mercury,,,200.438349,FAILURE
maintenance-sequential-agile,instance-18.pddl,mercury,166,0.34,2.89009,SUCCESS
maintenance-sequential-agile,instance-19.pddl,mercury,160,0.39,2.921084,SUCCESS
maintenance-sequential-agile,instance-2.pddl,mercury,,,257.423701,FAILURE
maintenance-sequential-agile,instance-20.pddl,mercury,168,0.32,2.972565,SUCCESS
maintenance-sequential-agile,instance-3.pddl,mercury,,,233.461666,FAILURE
maintenance-sequential-agile,instance-4.pddl,mercury,,,225.821115,FAILURE
maintenance-sequential-agile,instance-5.pddl,mercury,,,234.807232,FAILURE
maintenance-sequential-agile,instance-6.pddl,mercury,82,0.02,0.870597,SUCCESS
maintenance-sequential-agile,instance-7.pddl,mercury,77,0.04,0.867013,SUCCESS
maintenance-sequential-agile,instance-8.pddl,mercury,74,0.03,0.846716,SUCCESS
maintenance-sequential-agile,instance-9.pddl,mercury,133,0.1,1.346467,SUCCESS
tetris-sequential-agile,instance-1.pddl,mercury,60,0.69,3.043782,SUCCESS
tetris-sequential-agile,instance-10.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-11.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-12.pddl,mercury,94,264.01,269.847704,SUCCESS
tetris-sequential-agile,instance-13.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-14.pddl,mercury,205,60.36,77.555967,SUCCESS
tetris-sequential-agile,instance-15.pddl,mercury,158,278.24,298.077034,SUCCESS
tetris-sequential-agile,instance-16.pddl,mercury,129,59.7,76.332621,SUCCESS
tetris-sequential-agile,instance-17.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-18.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-19.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-2.pddl,mercury,110,106.22,117.633017,SUCCESS
tetris-sequential-agile,instance-20.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-3.pddl,mercury,184,104.58,109.596956,SUCCESS
tetris-sequential-agile,instance-4.pddl,mercury,116,119.1,123.988585,SUCCESS
tetris-sequential-agile,instance-5.pddl,mercury,129,145.9,152.453924,SUCCESS
tetris-sequential-agile,instance-6.pddl,mercury,96,21.09,23.82209,SUCCESS
tetris-sequential-agile,instance-7.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-8.pddl,mercury,,,,TIMEOUT
tetris-sequential-agile,instance-9.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-1.pddl,mercury,30,0.1,1.909884,SUCCESS
thoughtful-sequential-agile,instance-10.pddl,mercury,129,4.37,7.684797,SUCCESS
thoughtful-sequential-agile,instance-11.pddl,mercury,118,2.69,7.758743,SUCCESS
thoughtful-sequential-agile,instance-12.pddl,mercury,145,6.68,11.64758,SUCCESS
thoughtful-sequential-agile,instance-13.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-14.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-15.pddl,mercury,143,2.34,7.596272,SUCCESS
thoughtful-sequential-agile,instance-16.pddl,mercury,131,8.3,13.043478,SUCCESS
thoughtful-sequential-agile,instance-17.pddl,mercury,114,2.29,7.609554,SUCCESS
thoughtful-sequential-agile,instance-18.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-19.pddl,mercury,127,4.03,8.747406,SUCCESS
thoughtful-sequential-agile,instance-2.pddl,mercury,33,0.1,1.991565,SUCCESS
thoughtful-sequential-agile,instance-20.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-3.pddl,mercury,33,0.09,1.921152,SUCCESS
thoughtful-sequential-agile,instance-4.pddl,mercury,29,0.1,1.719972,SUCCESS
thoughtful-sequential-agile,instance-5.pddl,mercury,35,0.08,1.798697,SUCCESS
thoughtful-sequential-agile,instance-6.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-7.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-8.pddl,mercury,,,,TIMEOUT
thoughtful-sequential-agile,instance-9.pddl,mercury,,,,TIMEOUT
visit-all-sequential-agile,instance-1.pddl,mercury,,,1.368122,FAILURE
visit-all-sequential-agile,instance-10.pddl,mercury,,,2.741202,FAILURE
visit-all-sequential-agile,instance-11.pddl,mercury,,,3.217692,FAILURE
visit-all-sequential-agile,instance-12.pddl,mercury,,,2.881016,FAILURE
visit-all-sequential-agile,instance-13.pddl,mercury,,,1.818116,FAILURE
visit-all-sequential-agile,instance-14.pddl,mercury,,,1.8904,FAILURE
visit-all-sequential-agile,instance-15.pddl,mercury,,,1.878885,FAILURE
visit-all-sequential-agile,instance-16.pddl,mercury,,,1.925818,FAILURE
visit-all-sequential-agile,instance-17.pddl,mercury,,,2.057292,FAILURE
visit-all-sequential-agile,instance-18.pddl,mercury,,,3.3254,FAILURE
visit-all-sequential-agile,instance-19.pddl,mercury,,,3.857805,FAILURE
visit-all-sequential-agile,instance-2.pddl,mercury,,,1.70466,FAILURE
visit-all-sequential-agile,instance-20.pddl,mercury,,,3.493535,FAILURE
visit-all-sequential-agile,instance-3.pddl,mercury,,,1.646767,FAILURE
visit-all-sequential-agile,instance-4.pddl,mercury,,,1.768816,FAILURE
visit-all-sequential-agile,instance-5.pddl,mercury,,,2.790435,FAILURE
visit-all-sequential-agile,instance-6.pddl,mercury,,,2.464504,FAILURE
visit-all-sequential-agile,instance-7.pddl,mercury,,,2.433297,FAILURE
visit-all-sequential-agile,instance-8.pddl,mercury,,,2.909223,FAILURE
visit-all-sequential-agile,instance-9.pddl,mercury,,,2.970607,FAILURE
