domain,problem,LLM_Model,Prompt_ID,LLM_Temperature,LLM_API_Time_s,Valid_Domain
visit-all-sequential-agile__claude__zero_shot_short__0.2.pddl,instance-9.pddl,claude,zero_shot_short,0.2,2.666128635406494,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,domain_tmp_71983ac5.pddl,claude,zero_shot_short,0.5,3.250436544418335,False
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-1.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-10.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-11.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-12.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-13.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-14.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-15.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-16.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-17.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-18.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-19.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-2.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-20.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-3.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-4.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-5.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-6.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-7.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-8.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.5.pddl,instance-9.pddl,claude,zero_shot_short,0.5,3.250436544418335,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,domain_tmp_71983ac5.pddl,claude,zero_shot_short,0.7,2.5975022315979004,False
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-1.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-10.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-11.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-12.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-13.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-14.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-15.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-16.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-17.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-18.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-19.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-2.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-20.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-3.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-4.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-5.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-6.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-7.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-8.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__claude__zero_shot_short__0.7.pddl,instance-9.pddl,claude,zero_shot_short,0.7,2.5975022315979004,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,domain_tmp_71983ac5.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,False
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-1.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-10.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-11.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-12.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-13.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-14.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-15.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-16.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-17.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-18.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-19.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-2.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-20.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-3.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-4.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-5.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-6.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-7.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-8.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.2.pddl,instance-9.pddl,llama3,zero_shot_short,0.2,0.8197422027587891,True
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,domain_tmp_71983ac5.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-1.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-10.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-11.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-12.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-13.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-14.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-15.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-16.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-17.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-18.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-19.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-2.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-20.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-3.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-4.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-5.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-6.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-7.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-8.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.5.pddl,instance-9.pddl,llama3,zero_shot_short,0.5,1.1364600658416748,False
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,domain_tmp_71983ac5.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,False
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-1.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-10.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-11.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-12.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-13.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-14.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-15.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-16.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-17.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-18.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-19.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-2.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-20.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-3.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-4.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-5.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-6.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-7.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-8.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__llama3__zero_shot_short__0.7.pddl,instance-9.pddl,llama3,zero_shot_short,0.7,1.1771600246429443,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,domain_tmp_71983ac5.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,False
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-1.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-10.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-11.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-12.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-13.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-14.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-15.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-16.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-17.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-18.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-19.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-2.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-20.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-3.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
visit-all-sequential-agile__gpt4o__zero_shot_short__0.2.pddl,instance-4.pddl,gpt-4o,zero_shot_short,0.2,2.5586254596710205,True
